recurso;sistema;manual;ramo_ser;recurso_catalogo;pareamento;secao;tipo;texto_original;idade_min;idade_max;sexo;pergunta;documento;fonte
ENDOCRINOLOGIA - PÓS-BARIÁTRICA;SER;CRECE;AmbulatorioEstadual;CONSULTA ENDOCRINOLOGIA PÓS BARIÁTRICA;composto;exclusao;NaoDedutivel;do prestador e faixa etária para atendimento;;;;do prestador e faixa etária para atendimento;;CRECE p.22
ENDOCRINOLOGIA - SÍNDROME METABÓLICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - SINDROME METABOLICA;composto;inclusao;NaoDedutivel;Pacientes com Distúrbios Endócrinos;;;;Pacientes com Distúrbios Endócrinos;;CRECE p.21
ENDOCRINOLOGIA - SÍNDROME METABÓLICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - SINDROME METABOLICA;composto;inclusao;NaoDedutivel;Paciente com Hipertensão Arterial, Diabetes, Obesidade (IMC < 35) e níveis de colesterol elevados;;;;Paciente com Hipertensão Arterial, Diabetes, Obesidade (IMC < 35) e níveis de colesterol elevados;;CRECE p.21
ENDOCRINOLOGIA - SÍNDROME METABÓLICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - SINDROME METABOLICA;composto;inclusao;Dedutivel;Pacientes a partir de 18 anos;18;;;;;CRECE p.21
ENDOCRINOLOGIA - SÍNDROME METABÓLICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - SINDROME METABOLICA;composto;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.21
ENDOCRINOLOGIA - SÍNDROME METABÓLICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - SINDROME METABOLICA;composto;inclusao;NaoDedutivel;e faixa etária do paciente de acordo com cada prestador;;;;e faixa etária do paciente de acordo com cada prestador;;CRECE p.21
ENDOCRINOLOGIA - SÍNDROME METABÓLICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - SINDROME METABOLICA;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.21
ENDOCRINOLOGIA - SÍNDROME METABÓLICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - SINDROME METABOLICA;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.21
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;inclusao;NaoDedutivel;e faixa etária do paciente de acordo com cada prestador;;;;e faixa etária do paciente de acordo com cada prestador;;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;inclusao;NaoDedutivel;Pacientes apresentando as seguintes alterações;;;;Pacientes apresentando as seguintes alterações;;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;inclusao;NaoDedutivel;Pacientes apresentando as seguintes alterações: Tireoidite aguda (bacteriana/fúngica) e subaguda confirmadas;;;;Pacientes apresentando as seguintes alterações: Tireoidite aguda (bacteriana/fúngica) e subaguda confirmadas;;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;inclusao;NaoDedutivel;"Pacientes apresentando as seguintes alterações: Hipertireoidismo (doença de graves - bócio nodular tóxico) sem tratamento, Bócio uni ou multinodular atóxico com nódulos: hipoecóicos maiores de 1 cm; isoecóico, mistos e hiperecóico > - 1 - 5 cm; císticos acima de 3 cm";;;;"Pacientes apresentando as seguintes alterações: Hipertireoidismo (doença de graves - bócio nodular tóxico) sem tratamento, Bócio uni ou multinodular atóxico com nódulos: hipoecóicos maiores de 1 cm; isoecóico, mistos e hiperecóico > - 1 - 5 cm; císticos acima de 3 cm";;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;inclusao;NaoDedutivel;Pacientes apresentando as seguintes alterações: Nódulos maiores que 01 cm. (Obs.: levar exames para consulta, caso tenha);;;;Pacientes apresentando as seguintes alterações: Nódulos maiores que 01 cm. (Obs.: levar exames para consulta, caso tenha);;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;exclusao;NaoDedutivel;de cada prestador;;;;de cada prestador;;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;exclusao;NaoDedutivel;Investigação de disfunção tireoidiana (Hiper e Hipotireoidismo);;;;Investigação de disfunção tireoidiana (Hiper e Hipotireoidismo);;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;exclusao;NaoDedutivel;Hipotireoidismo;;;;Hipotireoidismo;;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;exclusao;NaoDedutivel;Tireoidite de Hashimoto;;;;Tireoidite de Hashimoto;;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;exclusao;NaoDedutivel;Nódulos menores de 1 cm: hipoecóicos - isoecóico e hiperecóico;;;;Nódulos menores de 1 cm: hipoecóicos - isoecóico e hiperecóico;;CRECE p.22
ENDOCRINOLOGIA - TIREOIDE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - TIREOIDE;composto;exclusao;NaoDedutivel;Nódulos císticos < - 3cm;;;;Nódulos císticos < - 3cm;;CRECE p.22
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;Dedutivel;Pacientes acima de 60 anos;60;;;;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações;;;;Pacientes portadores das seguintes alterações;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações: Cervicalgias;;;;Pacientes portadores das seguintes alterações: Cervicalgias;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações: Tendinopatias de Quervain;;;;Pacientes portadores das seguintes alterações: Tendinopatias de Quervain;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações: Dedo em Gatilho;;;;Pacientes portadores das seguintes alterações: Dedo em Gatilho;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações: Ombro doloroso;;;;Pacientes portadores das seguintes alterações: Ombro doloroso;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações: Esporão de calcâneo;;;;Pacientes portadores das seguintes alterações: Esporão de calcâneo;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações: Paralisia facial periférica;;;;Pacientes portadores das seguintes alterações: Paralisia facial periférica;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações: Lombalgia de origem vertebral;;;;Pacientes portadores das seguintes alterações: Lombalgia de origem vertebral;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;inclusao;NaoDedutivel;e faixa etária do paciente de acordo com cada prestador;;;;e faixa etária do paciente de acordo com cada prestador;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;exclusao;NaoDedutivel;Neoplasias (benignas, malignas e de comportamento incerto);;;;Neoplasias (benignas, malignas e de comportamento incerto);;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;exclusao;NaoDedutivel;Infecções urinárias;;;;Infecções urinárias;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.23
FISIATRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM FISIATRIA;celula;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.23
FISIOTERAPIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações;;;;Pacientes portadores das seguintes alterações;;CRECE p.23
FISIOTERAPIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações: Pacientes em reabilitação cardíaca - pulmonar e neurológica;;;;Pacientes portadores das seguintes alterações: Pacientes em reabilitação cardíaca - pulmonar e neurológica;;CRECE p.23
FISIOTERAPIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes portadores das seguintes alterações: Pacientes em fisioterapia respiratória (adulto e infantil);;;;Pacientes portadores das seguintes alterações: Pacientes em fisioterapia respiratória (adulto e infantil);;CRECE p.23
FISIOTERAPIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Dedutivel;Pacientes portadores das seguintes alterações: Fisioterapia em uroginecologia (somente usuários adultos do sexo masculino, incontinência urinária de esforço, urgência miccional e incontinência mista, pós-operatório de próstata);;;M;;;CRECE p.23
FISIOTERAPIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.23
FISIOTERAPIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;e faixa etária do paciente de acordo com cada prestador;;;;e faixa etária do paciente de acordo com cada prestador;;CRECE p.23
FISIOTERAPIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Pacientes queimados ou amputados;;;;Pacientes queimados ou amputados;;CRECE p.23
FISIOTERAPIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.23
FISIOTERAPIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.23
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;Dedutivel;Critério Atendimento exclusivamente para maiores de 18 anos;18;;;;;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;É obrigatório encaminhamento médico preenchido, assinado e carimbado pelo médico solicitante;;;;É obrigatório encaminhamento médico preenchido, assinado e carimbado pelo médico solicitante;;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações;;;;Pacientes que apresentam as seguintes alterações;;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Doença de Crohn (CID K50.0 e K50.1);;;;Doença de Crohn (CID K50.0 e K50.1);;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Retocolite Ulcerativa (CID K51.1);;;;Retocolite Ulcerativa (CID K51.1);;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Colite Indeterminada (CID K50.8);;;;Colite Indeterminada (CID K50.8);;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;e faixa etária do paciente de acordo com cada prestador;;;;e faixa etária do paciente de acordo com cada prestador;;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;exclusao;NaoDedutivel;Quadro sindrômicos SEM diagnóstico de Doença Inflamatório Intestinal (DII), outras formas de colite e outras doenças do Trato Intestinal (TI) alto e baixo;;;;Quadro sindrômicos SEM diagnóstico de Doença Inflamatório Intestinal (DII), outras formas de colite e outras doenças do Trato Intestinal (TI) alto e baixo;;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;exclusao;NaoDedutivel;Pacientes ainda em investigação de quadros sindrômicos, NÃO diagnosticados com Doença II;;;;Pacientes ainda em investigação de quadros sindrômicos, NÃO diagnosticados com Doença II;;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.25
GASTROENTEROLOGIA - DOENÇA INFLAMATÓRIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.25
GASTROENTEROLOGIA - GASTROSTOMIA (INTERNADOS);SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA - GASTROSTOMIA - INTERNADOS;composto;inclusao;NaoDedutivel;É obrigatório encaminhamento médico preenchido, assinado e carimbado pelo médico solicitante;;;;É obrigatório encaminhamento médico preenchido, assinado e carimbado pelo médico solicitante;;CRECE p.25
GASTROENTEROLOGIA - GASTROSTOMIA (INTERNADOS);SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA - GASTROSTOMIA - INTERNADOS;composto;inclusao;NaoDedutivel;O paciente deve possuir o risco cirúrgico liberado para o procedimento;;;;O paciente deve possuir o risco cirúrgico liberado para o procedimento;;CRECE p.25
GASTROENTEROLOGIA - GASTROSTOMIA (INTERNADOS);SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA - GASTROSTOMIA - INTERNADOS;composto;inclusao;NaoDedutivel;Os exames laboratoriais do paciente devem ter sido realizados nos últimos 15 dias: hemograma completo, creatina, TAP e PTT);;;;Os exames laboratoriais do paciente devem ter sido realizados nos últimos 15 dias: hemograma completo, creatina, TAP e PTT);;CRECE p.25
GASTROENTEROLOGIA - GASTROSTOMIA (INTERNADOS);SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA - GASTROSTOMIA - INTERNADOS;composto;inclusao;NaoDedutivel;O paciente deve estar obrigatoriamente internado em outra unidade de saúde e deve ser encaminhado por ambulância com médico;;;;O paciente deve estar obrigatoriamente internado em outra unidade de saúde e deve ser encaminhado por ambulância com médico;;CRECE p.25
GASTROENTEROLOGIA - GASTROSTOMIA (INTERNADOS);SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA - GASTROSTOMIA - INTERNADOS;composto;exclusao;NaoDedutivel;Pacientes que já possuem gastrostomia;;;;Pacientes que já possuem gastrostomia;;CRECE p.25
GASTROENTEROLOGIA - GASTROSTOMIA (INTERNADOS);SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA - GASTROSTOMIA - INTERNADOS;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.25
GASTROENTEROLOGIA - GASTROSTOMIA (INTERNADOS);SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA - GASTROSTOMIA - INTERNADOS;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.25
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações;;;;Pacientes que apresentam as seguintes alterações;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Epigastralgia refratária ao uso de inibidor de bomba de prótons;;;;Pacientes que apresentam as seguintes alterações: Epigastralgia refratária ao uso de inibidor de bomba de prótons;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Úlcera péptica que persiste após controle endoscópico (realizado 8 a 12 semanas após início do tratamento) e/ou complicada (passado de hemorragia e/ou estenose);;;;Pacientes que apresentam as seguintes alterações: Úlcera péptica que persiste após controle endoscópico (realizado 8 a 12 semanas após início do tratamento) e/ou complicada (passado de hemorragia e/ou estenose);;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Doença do Refluxo Gastroesofágico (DRGE) com manifestações típicas e/ou associada à hérnia hiatal e refratária ao tratamento otimizado por 3 meses;;;;Pacientes que apresentam as seguintes alterações: Doença do Refluxo Gastroesofágico (DRGE) com manifestações típicas e/ou associada à hérnia hiatal e refratária ao tratamento otimizado por 3 meses;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: DRGE com esofagite grau C ou D de Los Angeles e/ou complicada com úlcera;;;;Pacientes que apresentam as seguintes alterações: DRGE com esofagite grau C ou D de Los Angeles e/ou complicada com úlcera;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Estenose péptica e/ou esôfago de Barrett;;;;Pacientes que apresentam as seguintes alterações: Estenose péptica e/ou esôfago de Barrett;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Queixas otorrinolaringológicas (pigarro, rouquidão, globus cervical, faringite de repetição) com investigação inicial sugestiva de DRGE e de difícil tratamento;;;;Pacientes que apresentam as seguintes alterações: Queixas otorrinolaringológicas (pigarro, rouquidão, globus cervical, faringite de repetição) com investigação inicial sugestiva de DRGE e de difícil tratamento;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Queixas respiratórias (tosse crônica, asma de início recente, pneumonias de Repetição, fibrose pulmonar idiopática) cuja investigação inicial sugira DRGE;;;;Pacientes que apresentam as seguintes alterações: Queixas respiratórias (tosse crônica, asma de início recente, pneumonias de Repetição, fibrose pulmonar idiopática) cuja investigação inicial sugira DRGE;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Esofagites infeciosas;;;;Pacientes que apresentam as seguintes alterações: Esofagites infeciosas;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Esofagites secundárias a doenças dermatológicas;;;;Pacientes que apresentam as seguintes alterações: Esofagites secundárias a doenças dermatológicas;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Pancreatite crônica;;;;Pacientes que apresentam as seguintes alterações: Pancreatite crônica;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Lesões nodulares ou císticas do pâncreas;;;;Pacientes que apresentam as seguintes alterações: Lesões nodulares ou císticas do pâncreas;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Fibrose cística;;;;Pacientes que apresentam as seguintes alterações: Fibrose cística;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Diarréia crônica (> 4 semanas com exame parasitológico negativo);;;;Pacientes que apresentam as seguintes alterações: Diarréia crônica (> 4 semanas com exame parasitológico negativo);;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Constipação sem melhora após 12 semanas de tratamento na Atenção Primária em Saúde;;;;Pacientes que apresentam as seguintes alterações: Constipação sem melhora após 12 semanas de tratamento na Atenção Primária em Saúde;;CRECE p.24
GASTROENTEROLOGIA - GERAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM GASTROENTEROLOGIA;secao;inclusao;NaoDedutivel;Pacientes que apresentam as seguintes alterações: Doença celíaca;;;;Pacientes que apresentam as seguintes alterações: Doença celíaca;;CRECE p.24
